start_time,end_time,wav_file,emotion,val,act,dom,text
35.66,43.16,Ses04F_impro05_F003,fru,2,4.5,4.5,Look that bag has my entire life in it and you just lost it.
43.22,45.43,Ses04F_impro05_F004,ang,2,4.5,4,"Lost it just, like, I mean,"
45.43,48.83,Ses04F_impro05_F005,ang,1.5,4.5,4.5,it's not like it just disappeared into thin air. Somebody wasn't paying attention
48.83,57.25,Ses04F_impro05_F006,ang,1.5,4.5,4.5,"because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone."
67.73,69.72,Ses04F_impro05_F007,sur,1.5,3.5,4,Wait.  What?
72.26,75.58,Ses04F_impro05_F008,ang,2,4.5,4.5,No. No. I heard- I heard what you said.
75.78,98.92,Ses04F_impro05_F009,ang,1.5,4.5,5,"You're kidding me, right.  You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through.  I paid for my ticket.  All I expect is to safely get to my destination with my stuff.  Is that so much to ask?  I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up."
99.85,104.21,Ses04F_impro05_F010,ang,1.5,4.5,4.5,"Yeah, well that's got everything I have in it."
107.98,124.59,Ses04F_impro05_F011,ang,1.5,4.5,5,Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.
127.15,136.81,Ses04F_impro05_F012,ang,1.5,4.5,4.5,I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.
143.49,149.06,Ses04F_impro05_F013,ang,1.5,4.5,4.5,I didn't sign anything. I didn't sign anything. And you people have got to make-
149.11,154.98,Ses04F_impro05_F014,ang,1.5,4.5,4.5,You have to make amends for what you did for losing my bag and all of my stuff.  Fifty dollars is unacceptable.
160.51,170.18,Ses04F_impro05_F015,ang,1.5,4.5,5,No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.
170.65,172.64,Ses04F_impro05_F016,ang,2,4,4,I want to talk to your supervisor.
172.71,178.27,Ses04F_impro05_F017,ang,1.5,4.5,4.5,"I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this."
178.7,181.74,Ses04F_impro05_F018,ang,1,4.5,4.5,"Really, you don't work for anybody.  It's just you?"
183,192.24,Ses04F_impro05_F019,ang,1.5,4.5,5,"Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate."
3.76,7.99,Ses04F_impro05_M000,fru,3,2,3.5,Welcome to Northwest Airlines.  How can I help you?
10.24,13.1,Ses04F_impro05_M001,fru,2.5,2,3.5,Did you file a complaint already?
14.25,20.22,Ses04F_impro05_M002,fru,3,2,3,Where?  Did you do it at the front desk or by the baggage claims?
30.4451,36.73,Ses04F_impro05_M003,fru,3,2.5,3,"Ma'am, first of all I'd like you to calm down.  Second of all-"
41.88,44.39,Ses04F_impro05_M004,xxx,2.5,2,3,I understand that ma'am.
47.1689,49.93,Ses04F_impro05_M005,fru,3,2,3,"Ma'am, I understand that."
56.82,68.13,Ses04F_impro05_M006,fru,2.5,1.5,3,"I understand that.  The best I can do for you, at this moment, is give you fifty dollar check courtesy of Northwest Airlines for inconveniencing you in losing your luggage."
70.46,74.59,Ses04F_impro05_M007,fru,3,2,3,"At this moment in time, all I can do for you is give you-"
98.67,101.65,Ses04F_impro05_M008,fru,3,2,3,you're getting very excited right now
104.07,108.43,Ses04F_impro05_M009,fru,2.5,2,3,"I understand that, ma'am but there's not really much I can do for you right now."
108.45,115.72,Ses04F_impro05_M010,fru,3,2.5,2.5,What I need you to do is file another complaint form. There's a form that you can fill out over by the front desk near the baggage claim.
115.76,119.54,Ses04F_impro05_M011,fru,2.5,3,3.5,If you'd like to take that over to the front desk- Ma'am.
122.76,124.49,Ses04F_impro05_M012,fru,3,2,3,We're just talking over each other.
124.49,127.04,Ses04F_impro05_M013,fru,3,2.5,3,We're not going to communicate anything this way.
136.07,142.1,Ses04F_impro05_M014,fru,2.5,3,3.5,Ma'am in flying with Northwest Airlines you agreed to
142.1,145.81,Ses04F_impro05_M015,fru,3,2.5,2.5,sign away your luggage to the
145.91,153.85,Ses04F_impro05_M016,fru,3,2,3,"It's part of the small- it's part of the agreement when you're purchasing an airline ticket, there's- when you-"
153.89,159.76,Ses04F_impro05_M017,fru,2.5,3,4,"Ma'am, please calm down.  When you purchase a ticket, there is a terms and agreement,"
159.76,166.27,Ses04F_impro05_M018,fru,3,2,3.5,terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over
166.6,169.38,Ses04F_impro05_M019,fru,3,2,3,The best that we can do for you is give you-
169.73,171.03,Ses04F_impro05_M020,fru,2.5,2.5,3,Ma'am.
172.31,176.51,Ses04F_impro05_M021,fru,3,2,3,I am- I am- I am my own supervisor.
176.53,178.92,Ses04F_impro05_M022,fru,2.5,3,3.5,"I am the supervisor, ma'am."
180.83,183.79,Ses04F_impro05_M023,fru,3,2.5,3,I am the current manager on duty.
190.99,195.15,Ses04F_impro05_M024,fru,3,2.5,3.5,"Ma'am, I own Northwest Airlines."
23.3151,25.33,Ses04F_impro06_F000,sad,2.5,2,2.5,Thanks.
55.07,67.07,Ses04F_impro06_F001,sad,2,3.5,3,"You know it's just, I just, you know, I mean it just happened.  I just, like- I just keep expecting him to walk in, you know."
77.8679,100.05,Ses04F_impro06_F002,sad,1.5,3.5,2.5,"I just- I just thought he would have longer, you know, because I'm- I mean when he found out he was sick, we knew that wasn't good but I just- I just thought that it would take longer, you know?"
111.44,113.39,Ses04F_impro06_F003,sad,2,3,2.5,Yeah. I know. I know.
122.86,138.77,Ses04F_impro06_F004,sad,1.5,3,3.5,"Yeah, I know. But I'd rather have him here with me, you know. It's just not fair.  I mean he- he didn't get to do like anything. I mean he was-"
138.9,154.19,Ses04F_impro06_F005,sad,1.5,3.5,3.5,"He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do.  You know, like I'll get married some day and he won't be there, like, he won't get to see that."
156.99,159.94,Ses04F_impro06_F006,sad,2,2.5,3,It just doesn't seem fair.
184.47,187.3903,Ses04F_impro06_F007,sad,2,2.5,2.5,Thank you for being here.
197.94,206.12,Ses04F_impro06_F008,hap,4,3.5,3,[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.
206.75,209.8,Ses04F_impro06_F009,hap,4.5,4,3.5,And to drink in his honor. [LAUGHTER]
223.63,225.49,Ses04F_impro06_F010,sad,2.5,2,2.5,"Yeah, I know."
11.483,23.4953,Ses04F_impro06_M000,sad,2.5,2,2.5,"Hey, I'm, uh. I'm really sorry about what happened.  I don't um- I mean what you can you do?  I mean it's-"
30.9,55.26,Ses04F_impro06_M001,sad,2,3,3,"When I was seven, my- my grandmother died and I really- I don't know, I mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it."
66.92,75.8044,Ses04F_impro06_M002,sad,2.5,2.5,2.5,Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.
100.43,102.08,Ses04F_impro06_M003,sad,3,2,2.5,Yeah.
102.67,109.43,Ses04F_impro06_M004,neu,2.5,3,3,"Well I mean, you know, I mean it was I mean with that kind of condition,"
109.43,113.45,Ses04F_impro06_M005,sad,2.5,3.5,3,"you know, it's inevitable  and I mean honestly it's- it's almost like"
113.45,117.61,Ses04F_impro06_M006,neu,2.5,2.5,3,"you know, you don't- you know, how long do you want the person to go through that, you know."
117.71,124.66,Ses04F_impro06_M007,neu,2.5,2.5,3.5,It's sort of- it's almost better off to rest in peace than he is to live in pain.
154.57,156.89,Ses04F_impro06_M008,sad,2.5,2,2.5,Yeah.
160.264,172.44,Ses04F_impro06_M009,sad,3,2.5,3,"It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them."
176.04,178.36,Ses04F_impro06_M010,sad,3,2.5,2.5,You're okay
191.14,198.38,Ses04F_impro06_M011,sad,2.5,3,3,You know I think- I think we should celebrate because I think that's what he would have wanted.
205.69,206.93,Ses04F_impro06_M012,neu,3.5,3,2.5,Yeah.
208.27,223.45,Ses04F_impro06_M013,sad,4,3,3,"That's right.  That's right.  I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can."
225.31,227.08,Ses04F_impro06_M014,sad,3,2.5,2.5,So-
4.84,6.97,Ses04F_impro07_F000,exc,4.5,3.5,3.5,Guess what came today?
7.62,9.68,Ses04F_impro07_F001,exc,4.5,3.5,3.5,My acceptance letter.
10.05,11.67,Ses04F_impro07_F002,exc,4.5,4.5,4.5,From U.S.C..
12.18,13.62,Ses04F_impro07_F003,exc,5,4.5,4.5,"Yes, I am."
16.1639,18.956,Ses04F_impro07_F004,exc,4.5,4.5,4,"Well yeah, that's the general idea. [LAUGHTER]"
19.74,24.33,Ses04F_impro07_F005,exc,4.5,4,4,Big bad acceptance packet with all the information.  I'm going to U.S.C..
24.38,26.82,Ses04F_impro07_F006,exc,4.5,4.5,4,I know. [LAUGHTER]
32.37,35.3588,Ses04F_impro07_F007,exc,4.5,4.5,4.5,"[LAUGHTER] Yeah, uh. No."
35.37,37.66,Ses04F_impro07_F008,exc,4.5,4.5,4,[LAUGHTER] It's safe around there.
39.12,41.5,Ses04F_impro07_F009,exc,4.5,4.5,4.5,The campus is beautiful. I'm so excited.
43.43,47.8,Ses04F_impro07_F010,exc,3.5,3.5,3.5,"Do you want to buy me some mace for my, you know, going away present?"
48.05,49.87,Ses04F_impro07_F011,exc,4.5,3.5,3.5,There we go.  Perfect.
50.52,54.47,Ses04F_impro07_F012,exc,4.5,4,3.5,And a taser.  Excellent.  Just make sure it's a big knife.
54.54,57,Ses04F_impro07_F013,exc,3.5,3.5,3.5,I don't want any of those little puny ones.
58.68,64.35,Ses04F_impro07_F014,exc,4,4,4,Well I was thinking maybe underwater basket weaving.
66.29,68.79,Ses04F_impro07_F015,exc,4.5,3.5,3.5,"U.S.C. has a major in that, right."
68.81,73.37,Ses04F_impro07_F016,exc,4.5,4,3.5,They have - U.S.C. has everything because U.S.C. is the best school ever.
74.73,77.57,Ses04F_impro07_F017,exc,3.5,2.5,3,Okay.  Well I'm lying but-
78.4253,82.64,Ses04F_impro07_F018,exc,4,4,3.5,"Well, I haven't decided yet.  I want to try some things out."
83.15,84.19,Ses04F_impro07_F019,xxx,3.5,3,2.5,Yeah.
84.94,91.44,Ses04F_impro07_F020,xxx,4,4,4,"I know 'cause then I can do whatever I want, right.  I can try classes in this and then try classes in that and then pick whatever I like best."
97.9,102.1,Ses04F_impro07_F021,exc,4.5,4.5,4.5,okay.  Well I'm not going to be undecided forever. [LAUGHTER]
102.58,106.0339,Ses04F_impro07_F022,exc,4.5,4,4,And it's so close so you can come visit me all the time.
108.46,109.79,Ses04F_impro07_F023,xxx,4.5,3,3,Right.
110.39,117.04,Ses04F_impro07_F024,exc,3.5,4,3.5,"So this works out perfectly.  Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-"
117.62,119.35,Ses04F_impro07_F025,xxx,3.5,3.5,3.5,I would miss you.
119.57,122.66,Ses04F_impro07_F026,xxx,4,3,3.5,Yeah. But now we don't have to.
122.9,124.99,Ses04F_impro07_F027,exc,4,4,4,Everything worked out perfectly.
125.02,127.32,Ses04F_impro07_F028,exc,4.5,3.5,3.5,I know.  We should have a party.
127.8,130.42,Ses04F_impro07_F029,exc,4,3.5,3.5,An I got accepted to U.S.C. party.
133.28,137.9,Ses04F_impro07_F030,exc,4.5,4.5,4.5,No.  An I got accepted to U.S.C. party. [LAUGHTER]
139.15,141.46,Ses04F_impro07_F031,exc,3.5,4,3.5,Right.  Now you're with me.
141.51,143.61,Ses04F_impro07_F032,exc,3.5,4,3,That is why I got accepted.
144.92,146.39,Ses04F_impro07_F033,exc,4.5,4,3,I know.
150.28,153.62,Ses04F_impro07_F034,xxx,4.5,4.5,4,[LAUGHTER] Are you asking me on a date?
164.26,166.54,Ses04F_impro07_F035,exc,4,3.5,3.5,What- what did you have in mind?
182.22,185.83,Ses04F_impro07_F037,xxx,5,4.5,3.5,You just did not ask me on a date to Red Lobster.
186.95,189.66,Ses04F_impro07_F038,exc,3.5,3,3,On occasion I've heard of it.
192.16,195.31,Ses04F_impro07_F039,exc,4.5,4,4,Yeah.  Totally.
199.68,202.65,Ses04F_impro07_F040,exc,4,3.5,3.5,I am totally down with the ice cream.
204.54,207.21,Ses04F_impro07_F041,exc,3.5,4.5,3.5,"Eh, we can work that part out."
208.53,210.02,Ses04F_impro07_F042,exc,4,3,2.5,Alright.
210.61,213.02,Ses04F_impro07_F043,xxx,4.5,4,4,I think that'd be really fun actually.
220.68,222.13,Ses04F_impro07_F044,exc,4.5,4,3.5,party.
222.47,228.08,Ses04F_impro07_F045,xxx,4.5,4,4,Well look at that.  What a great day.  I got into college and I got asked out on a date.
231.75,233.87,Ses04F_impro07_F046,xxx,4.5,4,4.5,Yay for me.
239.87,241.32,Ses04F_impro07_F047,exc,3.5,3,3,I know.
242.95,247.06,Ses04F_impro07_F048,exc,4,3,3.5,Okay well that's not a happy part.  We don't want to talk about that.
249.83,255.87,Ses04F_impro07_F049,exc,4,3,3,"Well no.  I mean I have some scholarships and some financial aid and stuff but I'll have to, you know, I'll get a job"
255.93,258.38,Ses04F_impro07_F050,exc,3.5,3,3,while I'm in school.  It'll be good.
259.31,262.95,Ses04F_impro07_F051,exc,4,3,3,Yeah.  It will work out.  Maybe I could work at Red Lobster.
264.12,266.75,Ses04F_impro07_F052,exc,4.5,4,3.5,I know.  Right down the street.
273.23,276.76,Ses04F_impro07_F053,xxx,3.5,2.5,3,"Right, there's always that option. The doughnut thing."
277,278.18,Ses04F_impro07_F054,xxx,3,2.5,2.5,Right
278.52,281.14,Ses04F_impro07_F055,xxx,3,2.5,2.5,and like most places really.
283.93,285.87,Ses04F_impro07_F056,xxx,3,3.5,2.5,Work at a doughnut shop.
285.89,291.06,Ses04F_impro07_F057,xxx,4,3.5,3.5,"Maybe on campus, I hear they have jobs on campus."
295.88,301.19,Ses04F_impro07_F058,exc,4.5,3.5,3.5,Excellent.  Drive drunk people around because you know that's all campus cruisers for.
302.82,304.6,Ses04F_impro07_F059,exc,3.5,2,3,"Okay.  No, that's dorky."
305.36,306.6,Ses04F_impro07_F060,exc,4,3,4,Yeah.
307.32,309.12,Ses04F_impro07_F061,exc,4,4,3.5,Student counsel?
309.43,310.83,Ses04F_impro07_F062,exc,4,3,3,"No, it's dorky."
311.66,314.29,Ses04F_impro07_F063,exc,4,3.5,4,Social life.  Hello.
318.74,328.39,Ses04F_impro07_F066,exc,3.5,3.5,3.5,"No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the"
329.03,331.4,Ses04F_impro07_F067,xxx,3,3,2.5,ditsy valley girls and
331.46,333.66,Ses04F_impro07_F068,xxx,2.5,2,3.5,lots of money and
334.41,335.92,Ses04F_impro07_F069,xxx,2.5,3.5,2.5,Right.
337.43,340.94,Ses04F_impro07_F070,exc,4.5,4,3.5,What have you heard about the Greek system?
346.32,350.53,Ses04F_impro07_F071,xxx,4,3.5,3.5,Free nothing. 'Cause you have to pay tons of money anyway.
354.7,358.97,Ses04F_impro07_F072,xxx,3.5,3.5,3.5,"I think I'll live on campus the first year cause you  meet more people that way, right?"
359,364.79,Ses04F_impro07_F073,xxx,3.5,4,4,"Well, yeah.  I mean that's where you meet people, right.  Everybody lives in the dorms, right."
366.87,377.05,Ses04F_impro07_F074,exc,4.5,4,4.5,"Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college."
389.35,390.96,Ses04F_impro07_F075,xxx,3.5,3,3,Right.
391.32,394.41,Ses04F_impro07_F076,xxx,3.5,3,4,So basically what you're saying is that I was right
397.74,399.59,Ses04F_impro07_F077,xxx,4,3,3.5,"I'm- I'm right, right."
399.61,402.67,Ses04F_impro07_F078,exc,4.5,4,4,That's what you're saying. I'm right. [LAUGHTER]
403.41,404.54,Ses04F_impro07_F079,exc,4,4,3.5,me.
2.41,5.28,Ses04F_impro07_M000,neu,3.5,3,3,"Hey, what's up?"
6.62,7.98,Ses04F_impro07_M001,exc,3.5,3.5,3,What?
9.31,10.45,Ses04F_impro07_M002,sur,4,3,3.5,Get out.
11.24,12.49,Ses04F_impro07_M003,sur,5,3.5,4,You serious?
13.09,18.44,Ses04F_impro07_M004,xxx,4,3.5,3.5,"Oh, my god what happened.  You got in. Otherwise you wouldn't be so happy. [LAUGHTER]"
18.69,21.4,Ses04F_impro07_M005,exc,4.5,4.5,4,That's awesome.  Congratulations.
22.99,25.84,Ses04F_impro07_M006,exc,4.5,4.5,4.5,That's amazing.  Wow.
26.48,32.52,Ses04F_impro07_M007,xxx,4,3,3.5,You're going to have to get like a nine millimeter because U.S.C.'s like in South Central.
37.95,40.62,Ses04F_impro07_M008,xxx,3.5,2.5,2.5,"No, seriously. No, seriously, you should do it."
40.85,45.6,Ses04F_impro07_M009,neu,3.5,3,3.5,I know but you should get like a taser or something.  I mean walking around the campus at night-
45.7,49.09,Ses04F_impro07_M010,xxx,4.5,3.5,4,I'll get you- I'll get you a bottle of mace.
49.29,51.7,Ses04F_impro07_M011,xxx,3.5,3,2.5,And a taser and a knife.
51.86,54.43,Ses04F_impro07_M012,xxx,4,2.5,2.5,And you'll be fully loaded.
55.83,59.18,Ses04F_impro07_M013,neu,4,2.5,3.5,"So, um- so what are you going to- what are you going to major in?"
63.99,67.13,Ses04F_impro07_M014,xxx,4,3,4,"Underwater basket weaving, my god."
67.16,69.06,Ses04F_impro07_M015,xxx,4,2.5,3.5,They have- they have that
69.21,71.32,Ses04F_impro07_M016,neu,4,2.5,2,they have that as a major?
71.67,75.2,Ses04F_impro07_M017,neu,4,2.5,3.5,That's ridiculous.  I don't believe that.
76.52,78.27,Ses04F_impro07_M018,neu,3,2,2.5,"Seriously, what's your major?"
82.22,83.86,Ses04F_impro07_M019,neu,3.5,3,3,So you're undecided?
83.89,85.33,Ses04F_impro07_M020,neu,3.5,2.5,2.5,"Hey, that's cool."
90.36,98.61,Ses04F_impro07_M021,neu,3.5,3,4,"No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life."
101.47,103.24,Ses04F_impro07_M022,neu,3,3,2.5,"Uh, well-"
103.27,104.84,Ses04F_impro07_M023,neu,3.5,3.5,2.5,You- you- you'll find.
105.63,108.84,Ses04F_impro07_M024,xxx,4.5,3,3.5,"Yeah, I know.  That's right. Yeah, yeah. Because I live in LA."
109.2613,111.97,Ses04F_impro07_M025,xxx,4.5,3.5,3,and I like living in LA.
114.53,120.72,Ses04F_impro07_M026,neu,4,3,3,"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck."
122.23,123.24,Ses04F_impro07_M027,xxx,3.5,3,3,Right.
124.31,125.35,Ses04F_impro07_M028,exc,4,3.5,3.5,That's awesome.
127.25,128.71,Ses04F_impro07_M029,xxx,3.5,2.5,2.5,We should have a party.
130.07,134.08,Ses04F_impro07_M030,xxx,3.5,2.5,2.5,You got accepted-what?  to a U.S.C. party?
135.05,137.84,Ses04F_impro07_M031,neu,4,3.5,2.5,"Oh, that's right. Okay, I see. Right, right, right."
137.8732,140.69,Ses04F_impro07_M032,neu,4,3,3,A party celebrating your acceptance.
140.75,141.79,Ses04F_impro07_M033,neu,3,3,2.5,That's cool.
141.81,146.29,Ses04F_impro07_M034,exc,3.5,3.5,3.5,"Well, that's really cool that you're going to be staying in the same city and everything. so umm"
146.38,150.89,Ses04F_impro07_M035,neu,3.5,3,2.5,"I don't know are you, like, I don't know.  Are you, like, available or anything?"
153.25,157.6043,Ses04F_impro07_M036,exc,4,3,4,"Well I mean I don't know.  It's like you know I kind of had a crush on you throughout high school and, like"
157.62,165.92,Ses04F_impro07_M037,exc,3.5,3.5,3,"I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is."
166.43,172.88,Ses04F_impro07_M038,exc,3,3,3,"Movies- movie, we'll go to a movie and a dinner and- and"
172.93,181.78,Ses04F_impro07_M039,exc,4,3.5,4,"actually, you know, there's this- there's this really cool restaurant, um, I don't know if you-  it's Red Lobster.  It's like down on"
181.83,183.22,Ses04F_impro07_M040,exc,4,2.5,2.5,Vermont.
185.33,187.45,Ses04F_impro07_M041,exc,3.5,3.5,2.5,"Wait, you've been there before?"
189.36,192.42,Ses04F_impro07_M042,exc,3.5,3.5,4,"Oh, so well then you know that it's awesome."
193.56,200.9,Ses04F_impro07_M043,exc,3.5,3,4,"Right, so we'll go there and then- and then we'll get some ice cream and maybe we'll go putt-putt golfing."
202.25,204.97,Ses04F_impro07_M044,neu,3.5,3,3,Okay.  Putt-putt golfing?
205.55,208.69,Ses04F_impro07_M045,exc,4,3,3.5,"Yeah, you want to go.  No, you want to go. You want to go."
208.98,211.34,Ses04F_impro07_M046,exc,3.5,3,3,I can see it in your eyes.  You want to go.
212.22,218.11,Ses04F_impro07_M047,xxx,3.5,3,3.5,Yeah.  So we'll do that and then- and then- and then tomorrow we'll have your
218.15,223.3,Ses04F_impro07_M048,xxx,4,3,3,your I got into U.S.C. graduate party. Yeah.
227.61,232.27,Ses04F_impro07_M049,exc,4,4.5,4,Good. Alright we're so happy.
233.38,240.37,Ses04F_impro07_M050,exc,3,3,3,"That's right.  Um, so U.S.C. is a really nice school."
240.46,243.75,Ses04F_impro07_M051,neu,3.5,3,2.5,Are you going to take out loans or-
246.62,250.16,Ses04F_impro07_M052,xxx,3,3,3.5,"Well hey, it's okay, fine, gees."
258.27,259.6,Ses04F_impro07_M053,xxx,3.5,3,2.5,Sweet.
262.58,264.95,Ses04F_impro07_M054,xxx,3.5,3.5,3.5,"Well, it's not far."
266.4,273.58,Ses04F_impro07_M055,xxx,4,3,3,"That's right.  There's lots of like, there's lots of doughnut shops, like, everywhere."
274.37,277.2593,Ses04F_impro07_M056,xxx,3.5,3,3,I mean There's pretty much doughnut shops everywhere in LA.
277.76,279.3,Ses04F_impro07_M057,neu,3,2.5,2.5,"But, um-"
280.32,284.39,Ses04F_impro07_M058,neu,3,3.5,3,"I mean, like, I don't know.  I'm just saying if you need to make some extra cash.  You can, you know"
284.92,287.7,Ses04F_impro07_M059,neu,3,3,3.5,Or library.
288.75,290.95,Ses04F_impro07_M060,neu,3.5,3,3,I just said the library
291.0026,296.67,Ses04F_impro07_M061,neu,3.5,2.5,3,"or, um, campus cruiser.  You can drive people around."
300.36,303.13,Ses04F_impro07_M062,neu,3.5,2.5,3,Right or you can run for student counsel.
304.32,305.55,Ses04F_impro07_M063,neu,2.5,2,2.5,Dorky?
306.23,307.72,Ses04F_impro07_M064,neu,4,3.5,3.5,It's important.
308.81,309.95,Ses04F_impro07_M065,xxx,4.5,4,4,Yes.
310.45,312.05,Ses04F_impro07_M066,neu,4,2.5,2.5,Fine.  It's dorky.
312.4,314.44,Ses04F_impro07_M067,neu,4,3,3,But that'll fit you  because you're a dork.
317.6239,318.9403,Ses04F_impro07_M070,exc,3.5,2.5,2.5,I dork.
326.23,331.65,Ses04F_impro07_M071,neu,3,3,3.5,"Yeah, you don't want to do the sorority thing because you'll probably get used and abused by"
331.92,334.76,Ses04F_impro07_M072,neu,3,2,3.5,lots of drunk frat boys
336.42,337.64,Ses04F_impro07_M073,neu,4,2.5,3,Yeah.
337.6681,342.2545,Ses04F_impro07_M074,xxx,3.5,3,3.5,"But, hey. They have- they have- they have free, uh"
342.3,346.79,Ses04F_impro07_M075,xxx,3.5,3,3.5,free buffets and free events.
346.81,350.66,Ses04F_impro07_M076,neu,3.5,3,2.5,"I mean it's not really free because you have to pay for it, but yeah."
350.73,355.54,Ses04F_impro07_M077,neu,3.5,2.5,3.5,Well do you think you're going to live on campus or off campus your first year?
356.06,359.05,Ses04F_impro07_M078,xxx,3.5,4,3,"Oh, yeah? In a dorm?"
362.7,367.6,Ses04F_impro07_M079,neu,3.5,3,3.5,"I hate to break this to you but you meet people by being cool, so-"
375.6,384.01,Ses04F_impro07_M080,neu,3.5,3,3.5,"No, no, no.  You're right though.  I mean, you know, dorms are definitely the way to meet people.  I know that I was in an apartment off campus"
384.03,389.74,Ses04F_impro07_M081,xxx,3,3.5,4,"and I mean, you know, I knew my roommates and stuff but I there wasn't really that sense of community-"
390.56,393.11,Ses04F_impro07_M082,neu,3,3,2.5,"that happened, you know, that was going on."
394.76,399.72,Ses04F_impro07_M083,xxx,2.5,3.5,3.5,I was just joking.  Gosh.  You don't have to take everything so- so seriously.
400.03,401.92,Ses04F_impro07_M084,xxx,2.5,3,3.5,"Yes, you're right."
402.1,404.34,Ses04F_impro07_M085,xxx,3.5,2.5,3,All hail to the
404.37,407.048,Ses04F_impro07_M086,xxx,3.5,2.5,3,"to you, yes."
6.45,10.35,Ses04F_impro08_F000,hap,4,3,2.5,Hello.  Thank you for calling Dell Taco Corporate.  Can I help you?
32.17,38.47,Ses04F_impro08_F001,neu,4,2.5,2.5,"Okay.  Well, Did you go through the automated menu?  Most of your requests can be taken care of through that."
51.36,53.74,Ses04F_impro08_F002,neu,3,2.5,2.5,Okay.  Well I'd be happy to-
55.13,57.84,Ses04F_impro08_F003,fru,2.5,2.5,2.5,"Okay, sir.  I'd be happy to help you."
59.45,65.4122,Ses04F_impro08_F004,neu,3,2.5,2.5,"Sir, can- can you tell me which branch you went to.  We can start there."
66.9,71.5113,Ses04F_impro08_F005,neu,3.5,2.5,2.5,"Okay.  Um, and what was the complaint?"
77.87,80.82,Ses04F_impro08_F006,neu,3.5,2.5,2,"Can you be a little more specific, sir?"
90.81,95.31,Ses04F_impro08_F007,fru,3.5,2.5,2.5,"Did you try to take them back and get your order fixed, sir?"
104.36,118.33,Ses04F_impro08_F008,neu,4,2.5,2.5,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?"
124.02,131.52,Ses04F_impro08_F009,neu,4,3,2.5,"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address."
155.23,158.58,Ses04F_impro08_F010,fru,3,3,3,"I understand, sir.  I will explain to them what the situa-"
163.19,172.01,Ses04F_impro08_F011,xxx,3,3,2.5,You're right sir.  It is your particular situation but I will call the other operator.  I will explain to them what's going on. You won't have to tell your story again.
176.22,179.38,Ses04F_impro08_F012,fru,3,2.5,3.5,"Okay, sir.  They- they have to-"
179.64,180.95,Ses04F_impro08_F013,fru,3.5,2.5,3.5,Sir.
181.89,189.5,Ses04F_impro08_F014,fru,3.5,2.5,3,"Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise."
189.93,191.634,Ses04F_impro08_F015,fru,3,3,2.5,Cindy?
193.4274,195.49,Ses04F_impro08_F016,xxx,4,3.5,2.5,Cindy.
197.31,200.99,Ses04F_impro08_F017,fru,3.5,3,2.5,"Sir, I don't think my name is really relevant-"
205.4,208.91,Ses04F_impro08_F018,fru,3,3.5,3,"Alright, sir. Sir.  I'm going to transfer you to the address."
209.25,212.3346,Ses04F_impro08_F019,fru,3.5,2.5,2.5,"Alright.  You know what, sir.  The customer is always right."
212.38,214.92,Ses04F_impro08_F020,fru,3.5,3.5,3.5,I will go ahead and I will take- I will take
225.81,232.12,Ses04F_impro08_F021,xxx,3.5,3,3,"Sir, customer satisfaction is our first goal.  I will go ahead and take your number and your address down myself."
