,start_time,end_time,wav_file,emotion,val,act,dom,text,label
3871,83.5509,88.7576,Ses03F_impro06_F013,sad,1.5,2.5,3.5,"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",3
3872,92.0507,98.9038,Ses03F_impro06_F014,sad,1.5,2.5,4.5,He's so young. It seems so--,3
3873,103.888,108.8276,Ses03F_impro06_F015,sad,2.5,2.5,3.5,so wrong in so many ways.,3
3874,109.2504,113.9007,Ses03F_impro06_F016,sad,2,3,3.5,"His poor parents. You know, it's their only son.",3
3875,114.101,116.9491,Ses03F_impro06_F017,sad,2.5,2,3,yeah.,3
3876,117.2161,120.205,Ses03F_impro06_F018,sad,2.5,2.5,2.5,"Kind of a whole year. I mean, he suffered with this, this monster, this thing, this disease.",3
3877,121.6439,124.8925,Ses03F_impro06_F019,sad,2,1.5,3,"He was in chemo the whole time, right?",3
3878,125.1595,134.2823,Ses03F_impro06_F020,sad,1.5,2.5,3.5,And he just got that baseball scholarship.,3
3879,136.4628,142.2035,Ses03F_impro06_F021,sad,2,2.5,3.5,"I know. He was, he had so much going for him.",3
3880,142.3,146.8761,Ses03F_impro06_F022,sad,1.5,3,3.5,"So handsome, so young, so gifted.",3
3881,150.4584,155.9098,Ses03F_impro06_F023,sad,2,2.5,3,So talented.,3
3882,156.9111,160.2264,Ses03F_impro06_F024,sad,2.5,2,3,"Such a sweet person, you know?",3
3883,160.5379,169.9277,Ses03F_impro06_F025,sad,1.5,2.5,3,How's his parents doing?,3
3884,172.2418,178.1159,Ses03F_impro06_F026,sad,1.5,2.5,3,Not very good.,3
3885,179.1172,182.7663,Ses03F_impro06_F027,sad,3.5,3,2.5,"Can you imagine, though, you know, as a parent, just losing a kid? Twenty-two years old.",3
3886,182.8998,187.0829,Ses03F_impro06_F028,sad,3,3,3,"It's weird, I kind of feel like part of me is gone now, you know?",3
3887,190.287,197.7854,Ses03F_impro06_F029,sad,1.5,3,3,Because this other half was just kind of like ripped away.,3
3888,198.0302,200.8115,Ses03F_impro06_F030,sad,2,2,3,"You guys were pretty close, weren't you?",3
3889,209.022,213.0716,Ses03F_impro06_F031,sad,2,2,3,"He was like, he was like my brother, you know.",3
3890,215.2521,217.0099,Ses03F_impro06_F032,sad,2.5,2,2.5,He was my brother.,3
3891,218.701,222.7061,Ses03F_impro06_F033,sad,2.5,2.5,3.5,"Just seems so unfair, is the way it is.",3
3892,224.5529,229.893,Ses03F_impro06_F034,sad,2,2,3.5,"You know, he had that really pretty girlfriend for like about a year and-",3
3893,230.1155,232.8746,Ses03F_impro06_F035,sad,1.5,1.5,3.5,What was her name?,3
3894,5.7363,8.15,Ses03F_impro06_M000,neu,3,2,2,Kelly. Kelly Uveny.,0
3895,15.9759,19.0242,Ses03F_impro06_M001,neu,2.5,2,2.5,They talked about getting married and--,0
3896,48.6398,55.4484,Ses03F_impro06_M002,sad,2.5,1.5,3,Trying to have a baby.,3
3897,88.2236,91.1829,Ses03F_impro06_M003,neu,2.5,1.5,2.5,"Yeah. But then when he got cancer and it got bad, you know, she just took off and-",0
3898,97.6356,100.7729,Ses03F_impro06_M004,sad,2.5,3,3,so I was there for him.,3
3899,101.1289,105.2675,Ses03F_impro06_M005,sad,1.5,2.5,3,Some people.,3
3900,119.5746,122.4005,Ses03F_impro06_M006,sad,3,2.5,3,"Yeah, but you were there all the hospital days. By his bed-",3
3901,146.8316,150.3027,Ses03F_impro06_M007,sad,2.5,1.5,2.5,"Yeah. God, I loved that kid.",3
3902,177.3594,179.807,Ses03F_impro06_M008,sad,3,1.5,2.5,"So nice, so positive.",3
3903,187.4166,190.7575,Ses03F_impro06_M009,sad,2.5,2,3,yeah.,3
3904,200.0327,202.4358,Ses03F_impro06_M010,sad,2,2.5,3,We need more people like him.,3
3905,202.6138,208.2432,Ses03F_impro06_M011,sad,2.5,2.5,3,"Joe, do you think he knew I loved him?",3
3906,212.9381,216.1422,Ses03F_impro06_M012,sad,2.5,2,3,I don't know.,3
3907,216.6984,219.4797,Ses03F_impro06_M013,sad,2.5,2.5,3.5,"I never told him, I love you, but-",3
3908,222.2611,225.2871,Ses03F_impro06_M014,sad,2,2,2,I loved him so much.,3
3909,232.1626,234.5211,Ses03F_impro06_M015,sad,2.5,2.5,3.5,I don't know if Benny was smart like that- but-,3
3910,234.6991,238.5485,Ses03F_impro06_M016,sad,2.5,2,3.5,I'm sure he loved you too. He just didn't know it.,3
3912,10.4226,13.5866,Ses03F_impro07_F001,hap,4,2,2.5,"Hey, how's it going, Joe?",4
3915,24.6223,27.0419,Ses03F_impro07_F004,hap,4,3,3,Yeah?,4
3916,27.1514,30.995,Ses03F_impro07_F005,hap,4,3.5,2.5,Yep.,4
3918,40.4095,44.5589,Ses03F_impro07_F007,exc,4.5,3.5,2.5,Pregnant? What are you talking about? No.,5
3919,45.8836,49.4527,Ses03F_impro07_F008,exc,4.5,3.5,3,"I know you've been trying to have a baby, right?",5
3920,49.4855,61.419,Ses03F_impro07_F009,exc,4,3.5,2.5,I have some better news than that.,5
3922,67.6266,70.5826,Ses03F_impro07_F011,exc,3.5,3.5,2.5,"Yes, What would you want more than anything in this world?",5
3923,70.6125,72.7503,Ses03F_impro07_F012,hap,4,3,2.5,A chocolate cake?,4
3924,75.4764,80.6658,Ses03F_impro07_F013,hap,4.5,3,2.5,How about maybe for me to possibly stay in L.A.?,4
3925,81.1366,83.7094,Ses03F_impro07_F014,exc,5,3.5,2.5,"Oh, wow. You got in?",5
3926,84.005,86.5888,Ses03F_impro07_F015,neu,4.5,3,2,Which one?,0
3927,89.9498,97.2632,Ses03F_impro07_F016,exc,4.5,2.5,2.5,"I got--U.S.C.. I got- Yeah, I got the acceptance letter.",5
3928,97.6125,99.7,Ses03F_impro07_F017,hap,4.5,2.5,2.5,oh really?,4
3930,103.2409,105.8246,Ses03F_impro07_F019,hap,4,3,2.5,"Yes, me, I got in. Thank you very much.",4
3931,108.9339,114.0576,Ses03F_impro07_F020,exc,4,3.5,2,Good for you.,5
3932,116.5538,120.1338,Ses03F_impro07_F021,exc,4.5,3,2.5,"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",5
3933,122.5534,126.7125,Ses03F_impro07_F022,exc,4,2,2,"And I was like what? She's like, you know, you didn't get in. Totally plays it off. Like I didn't get in. And I'm like, I start almost crying.",5
3934,132.2534,135.5707,Ses03F_impro07_F023,hap,4,3,2.5,"And my mom was like Natalie, Natalie, it's , you know-",4
3936,140.2075,142.6103,Ses03F_impro07_F025,hap,4,2.5,2.5,"and so, I mean, I got in.",4
3937,144.34,152.4965,Ses03F_impro07_F026,exc,4,3.5,2.5,"Oh, Jesus. That is so amazing.",5
3938,152.53,154.8175,Ses03F_impro07_F027,exc,4,3,2,So now I can stay here and now we can party. I know.,5
3939,155.9342,157.664,Ses03F_impro07_F028,exc,4,3.5,2.5,Party. You want to get drunk tonight?,5
3940,157.7525,161.56,Ses03F_impro07_F029,exc,4,3,2.5,"Yeah, why not.",5
3942,168.3494,171.4587,Ses03F_impro07_F031,neu,4,2.5,3,"We're not twenty one yet, but whatever.",0
3943,171.6557,177.8524,Ses03F_impro07_F032,hap,4,4,3,"Yeah, I'm only eighteen so it's--go get drunk.",4
3945,181.6076,184.049,Ses03F_impro07_F034,hap,4,3.5,2.5,Shit. That's-,4
3946,190.1909,192.1616,Ses03F_impro07_F035,hap,5,3,2.5,"Oh, my God. That's--I heard it's top five-- --in the Grauman scale or something.",4
3947,5.1689,7.6856,Ses03F_impro07_M000,neu,4,2.5,2,Yeah. It's really cool.,0
3948,9.284,11.0248,Ses03F_impro07_M001,neu,4,2,2,Yeah.,0
3950,15.0537,16.7835,Ses03F_impro07_M003,neu,4,2.5,2.5,Who-whooooo. Miss Acti- Acting Pants.,0
3951,19.8052,21.951,Ses03F_impro07_M004,neu,4,2,2,"Acting Pants? So what are you going to do? Are you--you're be--you're going to stay here, right?",0
3955,39.8402,41.3511,Ses03F_impro07_M008,exc,4,3.5,2,So I'm going to be--yeah. I'm going to make films; you're going to be in them.,5
3958,48.4564,50.2191,Ses03F_impro07_M011,exc,4,3.5,2.5,"Oh man, I'm so excited. So much to do.",5
3959,67.3201,68.6995,Ses03F_impro07_M012,neu,4,2.5,2,Boston smells bad. L.A. is so much cooler.,0
3960,72.0606,76.4727,Ses03F_impro07_M013,exc,4,2.5,2,"There's so much culture here, you know? It's just like-- --all great restaurants and-",5
3961,79.0345,81.3884,Ses03F_impro07_M014,exc,4,2.5,2.5,I'm just so excited to start my life.,5
3962,81.8154,84.4101,Ses03F_impro07_M015,exc,4.5,3.5,3,We should uh- go to Little Ethiopia.,5
3966,104.9378,109.3828,Ses03F_impro07_M019,exc,4,3,2.5,Yeah. I'll get like one of those little--,5
3968,113.5431,116.9675,Ses03F_impro07_M021,neu,4,2.5,2.5,#NAME?,0
3969,119.4441,123.1555,Ses03F_impro07_M022,exc,4,2.5,3,"No, I'll sleep in your bed. Cuddle up.",5
3970,126.2319,127.907,Ses03F_impro07_M023,neu,4,2.5,3,"Oh, I don't think so. Hmm-mm. No.",0
3972,141.4389,144.6125,Ses03F_impro07_M025,neu,4,2.5,2.5,That's going to--that'll be reserved for somebody else.,0
3973,154.3796,158.0034,Ses03F_impro07_M026,exc,4,3.5,2.5,"Oh, hey. Freshman slut. That's you gona need.",5
3974,158.3319,159.5033,Ses03F_impro07_M027,exc,4,2.5,2.5,[LAUGHTER] Hello? I am not.,5
3975,161.0689,163.7621,Ses03F_impro07_M028,exc,4,2.5,2.5,"That's what you got to be though, freshman year.",5
3976,165.9846,167.3093,Ses03F_impro07_M029,exc,4,3.5,2.5,"No, I don't. I'm not like that.",5
3979,179.1661,180.2391,Ses03F_impro07_M032,exc,4,3,3,"[LAUGHTER]. No, you'd get used to it.",5
3980,180.5347,182.2754,Ses03F_impro07_M033,neu,4,2.5,2.5,"Hey, I'm already getting used to it.",0
3981,183.7534,185.6803,Ses03F_impro07_M034,hap,4.5,3.5,2.5,"[LAUGHTER]. Oh, Joe, I'm so happy.",4
3982,191.7127,194.0118,Ses03F_impro07_M035,hap,4,3.5,2.5,"Me too, Isabella.",4
3983,9.42,11.32,Ses03F_impro08_F000,neu,3,2.5,2.5,"Hey, you stupid dumb shit machine, give me a fucking operator, huh?",0
3984,14.49,15.68,Ses03F_impro08_F001,neu,3,2.5,2,"Hello sir, can I help you?",0
3985,18.88,24.71,Ses03F_impro08_F002,neu,3,2.5,3,"Yeah, I've been on the-with the machine for like thirty minutes--",0
3986,24.93,29.75,Ses03F_impro08_F003,neu,2.5,2.5,3.5,"trying to get an answer, and no one's given me an answer.  So what are you going to do about it?",0
3988,41.1475,47.86,Ses03F_impro08_F005,neu,3,2.5,3,"Yes, sir, I'm very sorry, but we've had some trouble here.  There's been a lot of calls and the system has-",0
3989,47.87,50.61,Ses03F_impro08_F006,neu,3,3,3.5,"Fuck, do you think I have all day?  Jesus",0
3990,51.94,54.64,Ses03F_impro08_F007,neu,3,3,3,"Sir, please calm down.  There's no reason to use profanity like that.  It's not-",0
3991,54.64,58.9025,Ses03F_impro08_F008,neu,3,3,2.5,"Fine, sorry.  Okay, my phone's been on the fritz for like three days.  I can't get any incoming calls. What- What is going on?",0
3992,62.68,69.22,Ses03F_impro08_F009,neu,3,2.5,4,"Okay, and this is for Verizon? Your provider?",0
3993,70.81,81.65,Ses03F_impro08_F010,neu,3.5,3.5,4,Yeah.,0
3994,81.76,83.845,Ses03F_impro08_F011,neu,3,3,2.5,"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",0
3995,85.15,90.29,Ses03F_impro08_F012,neu,3,3.5,3,You know what?  I'm just going to- Patient?  I'm a busy man.,0
3996,90.29,92.22,Ses03F_impro08_F013,neu,3,3,3,"You're going to have to just be patient with us, sir, as we",0
3997,93.51,98.25,Ses03F_impro08_F014,neu,3,3,3,"Well, I know sir, and we all are busy.",0
3998,101.07,104.37,Ses03F_impro08_F015,neu,2.5,2.5,3.5,But I'm going to definitely have to- uh--get your contact information,0
3999,104.37,106.63,Ses03F_impro08_F016,neu,3,2.5,3,#NAME?,0
4000,108.56,113.51,Ses03F_impro08_F017,fru,2.5,3,3,What?  It's my phone.  You can't even call me on it. I don't have another phone.,1
4001,113.51,116.35,Ses03F_impro08_F018,fru,3,3,4,"Okay, well, if you would like, um- we will be turning on the systems in probably about ten hours.",1
4002,119.68,126.01,Ses03F_impro08_F019,fru,2.5,3.5,3.5,What?  Are you kidding me?,1
4003,126.29,127.61,Ses03F_impro08_F020,neu,3,3,2.5,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use.",0
4004,128.88,129.61,Ses03F_impro08_F021,neu,3,2.5,3,"Oh, my God.",0
4005,131.82,133.93,Ses03F_impro08_F022,neu,3,2.5,2.5,I- I'm going to kill myself right now.,0
4006,134.11,137.9625,Ses03F_impro08_F023,neu,2.5,3,2.5,A free calling card?,0
4007,141.94,144.26,Ses03F_impro08_F024,neu,3.5,2.5,3,"Do you have a land line, sir?",0
4008,144.28,145.86,Ses03F_impro08_F025,neu,3,2.5,3,"No, I don't have a land line.",0
4009,150.7809,152.11,Ses03F_impro08_F026,neu,2.5,3,3,"Okay, well, we will send you- We will reimburse you for the amount of minutes that you-",0
4010,152.14,160.33,Ses03F_impro08_F027,neu,2.5,3.5,4,#NAME?,0
4011,160.46,165.05,Ses03F_impro08_F028,neu,3,3,3,"That's it? Okay, yeah.  What else?",0
4012,165.07,167.755,Ses03F_impro08_F029,neu,3.5,3.5,3.5,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir.",0
4013,4.92,9.77,Ses03F_impro08_M000,ang,1.5,3.5,4.5,"Okay, I need more than this.  Are you going to give me a little bit more?",2
4017,29.48,38.02,Ses03F_impro08_M004,fru,1.5,3.5,4.5,"No no, we're not taking anything from you sir.  This is- This is unbeknownst to us.  The problem had just happened.",1
4019,47.79,52.77,Ses03F_impro08_M006,ang,1.5,4.5,4.5,"Okay, so you think you're going to-  -get me back some minutes, and that's going to make up for three days of business that I lost?  Okay, great.",2
4020,56.8557,58.79,Ses03F_impro08_M007,ang,2.5,3,3,"No, three days, sir.  It's not three days. It's- It's only been about a day now. Let's not exaggerate.",2
4021,58.79,63.87,Ses03F_impro08_M008,ang,1.5,4.5,4.5,"No, it's been--three days.",2
4022,68.69,71.58,Ses03F_impro08_M009,ang,1.5,3.5,4.5,"Fine, it's been a day.  Okay?",2
4023,73.77,76.9,Ses03F_impro08_M010,ang,1.5,3.5,4,Three days?,2
4024,76.99,81.6925,Ses03F_impro08_M011,ang,2,2.5,3.5,A day?,2
4025,81.75,83.41,Ses03F_impro08_M012,ang,3,2.5,2.5,A day's worth of business.  You know how much I make in a day?,2
4027,90.305,93.8825,Ses03F_impro08_M014,ang,2.5,3,3.5,About three million dollars.,2
4028,97.5,101.72,Ses03F_impro08_M015,ang,2.5,3.5,3.5,"Oh, well, I'm sorry about that. Umm- We-",2
4029,104.76,109.39,Ses03F_impro08_M016,fru,2,3,3.5,"So, you're going to give me back ten dollars worth of minutes--",1
4030,113.73,120.4,Ses03F_impro08_M017,fru,1.5,3,4,#NAME?,1
4031,123.38,126.21,Ses03F_impro08_M018,fru,2.5,2.5,3,"Well, ten hours worth of minutes--",1
4032,126.28,129.095,Ses03F_impro08_M019,fru,2.5,3,2.5,is what's going to happen.,1
4034,132.51,134.5925,Ses03F_impro08_M021,neu,3,2.5,3.5,"Sir,",0
4039,157.11,160.24,Ses03F_impro08_M026,fru,2,2.5,3,Okay? Thank you for calling.  Goodbye.,1
4044,34.2398,36.7304,Ses03F_script01_1_F004,neu,2.6667,3,2.6667,When?,0
4045,42.1223,45.5709,Ses03F_script01_1_F005,neu,2,1.6667,2.3333,"Um, about four this morning. Uh- I heard a crack and I looked out and I saw him standing there.",0
4047,58.8453,62.8961,Ses03F_script01_1_F007,neu,2.3333,2.6667,3,I don't know. But after it cracked he went back in the house and he cried in the kitchen.,0
4050,80.0844,83.05,Ses03F_script01_1_F010,neu,2,3.6667,2.6667,"He cried hard, huh?",0
4051,88.2406,91.1145,Ses03F_script01_1_F011,fru,2.3333,3.6667,3.6667,I could hear it right through the floor.,1
4052,96.8622,99.6265,Ses03F_script01_1_F012,fru,2.6667,3.3333,3.6667,What was he doing out there at that time? He was dreaming about him again. He's walking around at night again.,1
4053,100.6119,107.0438,Ses03F_script01_1_F013,fru,2,2.6667,2.6667,I guess he is.,1
4054,121.1393,124.3416,Ses03F_script01_1_F014,neu,2.6667,2.6667,2.3333,"Could he-he's acting just like he did after he died, you know?",0
4057,136.6033,145.9638,Ses03F_script01_1_F017,ang,2,4.3333,4,"But I know one thing, mom. We've made a terrible mistake with dad.",2
4058,149.0566,152.1494,Ses03F_script01_1_F018,fru,2.3333,2.3333,2.3333,"Well, what do you mean? What?",1
4059,153.9832,156.7749,Ses03F_script01_1_F019,neu,2.6667,2.3333,3,Being dishonest with him. That kind of thing always pays off and now it's paying off.,0
4061,165.9165,170.9252,Ses03F_script01_1_F021,neu,2.6667,2.3333,2.6667,You know Larry's not coming back and I know that too. Why do we go on letting him think that we believe with him?,0
4062,171.9653,177.5761,Ses03F_script01_1_F022,fru,2.3333,4,2.6667,"What, you're going to argue with him?",1
4063,180.5868,187.1282,Ses03F_script01_1_F023,fru,2.3333,4,3,"No, I don't want to argue with him, but it's time that he realized that no one believes that Larry's coming back anymore.",1
4064,196.6803,200.1015,Ses03F_script01_1_F024,fru,2.3333,3,3.6667,You can't tell him that.,1
4065,200.1836,205.8492,Ses03F_script01_1_F025,fru,3,3.3333,3.3333,We got to tell him that.,1
4066,207.0261,214.8813,Ses03F_script01_1_F026,fru,2.3333,3.3333,3.3333,We can't. It just won't work.,1
4068,220.6525,225.0082,Ses03F_script01_1_F028,fru,2,4,3,They do come back.,1
4069,225.0355,227.5262,Ses03F_script01_1_F029,fru,2,3.6667,3,"I know, but he doesn't know that.",1
4070,238.5837,242.8534,Ses03F_script01_1_F030,neu,3,2.6667,2.3333,Three years has been a long time.,0
4071,244.2492,247.3694,Ses03F_script01_1_F031,neu,2.6667,2.3333,2,"All right. Just- Sit down, mom. I want to talk to you.",0
4072,254.1571,258.2079,Ses03F_script01_1_F032,fru,3,3.3333,3,"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",1
4074,278.4343,283.9904,Ses03F_script01_1_F034,fru,2,3.3333,3,What?,1
4075,285.3589,290.2581,Ses03F_script01_1_F035,fru,2,3.6667,3,"You know-you know why I asked Annie here, right?",1
4076,292.2561,298.1406,Ses03F_script01_1_F036,fru,3,3.3333,3.3333,Why?,1
4077,298.9343,304.2988,Ses03F_script01_1_F037,fru,2,3.6667,3.6667,You know.,1
4078,316.9711,320.2008,Ses03F_script01_1_F038,fru,2,2,2.6667,"Well, I have an idea, but go on, tell me, what's the story?",1
4079,320.255,331.3951,Ses03F_script01_1_F039,fru,2,4.3333,3.6667,I want to ask her to marry me.,1
4080,333.7215,339.8798,Ses03F_script01_1_F040,fru,3,3.3333,3.3333,"Well, that's only your business, Chris.",1
4083,368.2897,374.2837,Ses03F_script01_1_F043,fru,2.3333,4,4,So it's all right. I'll just go ahead with it.,1
4084,375.8438,378.4987,Ses03F_script01_1_F044,fru,1.6667,3.6667,3.6667,"Well, you better make sure your father's not- No- I'm just saying.",1
4085,399.1904,401.7358,Ses03F_script01_1_F045,neu,2.6667,2.3333,2.6667,"See, then it's not just my business. God, you have",0
4086,401.855,404.0125,Ses03F_script01_1_F046,neu,2.3333,2.3333,3,"-Oh, you infuriate me sometimes. You know, it's not just my business too if dad throws a fit.",0
4087,406.5803,410.6858,Ses03F_script01_1_F047,fru,2.6667,3,3.3333,God. You have such a talent for ignoring things.,1
4088,412.9848,418.8146,Ses03F_script01_1_F048,fru,2.6667,3.3333,3.3333,"Yeah, well I ignore what I got to ignore.",1
4089,420.4294,426.7245,Ses03F_script01_1_F049,fru,2.3333,4.3333,3.6667,And she-she's Larry's girl.,1
4090,429.2152,431.8974,Ses03F_script01_1_F050,neu,2.6667,3,2.6667,"No, she is not Larry's girl.",0
4092,439.9716,444.4055,Ses03F_script01_1_F052,neu,2,2.6667,1.6667,"If you go on from that point, I don't know where you go.",0
4093,448.511,453.2734,Ses03F_script01_1_F053,neu,2.6667,2,1.3333,"'Cause listen, I'm telling you, I don't know where to go from there. Do you?",0
4094,8.9773,12.3712,Ses03F_script01_1_M000,neu,3,2.6667,2,"Oh, I don't know.",0
4095,15.9019,18.0915,Ses03F_script01_1_M001,neu,3,2,2,What do you want from me?,0
4096,19.0221,28.3005,Ses03F_script01_1_M002,neu,3,3,2.6667,"Every time I reach out for something I have to pull back because other people will suffer. My whole entire life, time and time after time.",0
4097,29.3175,35.0335,Ses03F_script01_1_M003,neu,2.6667,2.6667,2.3333,You're a considerate fella and there's nothing wrong in that.,0
4098,36.0188,41.8486,Ses03F_script01_1_M004,neu,2.6667,2.3333,2.3333,To hell with that.,0
4099,45.0509,48.2806,Ses03F_script01_1_M005,neu,3,1.6667,2.3333,There's nothing wrong with it.,0
4100,55.2873,58.6264,Ses03F_script01_1_M006,neu,2.6667,2.3333,2,I didn't ask Annie yet.,0
4101,65.1404,67.7406,Ses03F_script01_1_M007,neu,2.6667,2.6667,2.3333,You didn't ask her yet?,0
4102,67.8774,73.4061,Ses03F_script01_1_M008,neu,2.6667,3,3,I wanted to get this settled first.,0
4103,75.1852,80.8234,Ses03F_script01_1_M009,neu,2.3333,3,3.3333,"Well, how do you know she's going to marry you? I mean, what if she feels the same way as your father?",0
4105,89.7734,97.555,Ses03F_script01_1_M011,fru,2.3333,3.3333,3.6667,"I'll find out. But then after it's all over we'll thrash it out with dad, right?",1
4106,98.5044,101.4877,Ses03F_script01_1_M012,fru,2.6667,3.3333,3.3333,"Mom, don't avoid me.",1
4107,114.5431,122.2615,Ses03F_script01_1_M013,fru,2,3.3333,3.3333,"You know, the trouble is you've never had enough women. No, you never did.",1
4108,131.1841,136.4665,Ses03F_script01_1_M014,fru,2,3,3,So what? I'm not fast with women.,1
4109,144.4585,148.5913,Ses03F_script01_1_M015,fru,3,3,3.3333,I don't understand why it has to be her.,1
4110,151.1367,155.31,Ses03F_script01_1_M016,neu,3,3,3,Because it is.,0
4111,155.8717,158.335,Ses03F_script01_1_M017,neu,3,2.6667,3,"That's a good answer, but it doesn't answer anything.",0
4112,161.7563,166.1355,Ses03F_script01_1_M018,neu,4,2.6667,2.3333,I just-,0
4113,169.4198,172.5948,Ses03F_script01_1_M019,fru,2.6667,2.6667,2.6667,"I mean, you haven't seen her since the war. I mean, it's been five years.",1
4114,176.7276,181.3805,Ses03F_script01_1_M020,neu,3,3,2.6667,It just is. I-,0
4115,182.5574,186.745,Ses03F_script01_1_M021,ang,1.6667,4,3.3333,"I grew up with her. Okay. All these years, when I think of someone I want to be my wife I think of Annie. What do you want, a diagram?",2
4116,186.7724,193.1475,Ses03F_script01_1_M022,ang,1.6667,4,4,"No, I don't want a diagram.",2
4120,227.285,239.2132,Ses03F_script01_1_M026,sad,1.6667,2.6667,2.3333,"No, I've given it three years of thought.",3
4121,241.4301,244.2766,Ses03F_script01_1_M027,ang,2,3.6667,3.6667,And I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,2
4122,251.2833,255.3614,Ses03F_script01_1_M028,neu,3,3,2.3333,But if I can't have that here then I'll get out.,0
4123,257.4963,260.8175,Ses03F_script01_1_M029,neu,2.3333,2,2,What the hell is this?,0
4124,264.14,270.7175,Ses03F_script01_1_M030,neu,2.6667,2.6667,2.3333,I'll get out. I'll marry her somewhere else. Maybe New York.,0
4125,270.7975,276.285,Ses03F_script01_1_M031,neu,2.3333,3,2.6667,You're crazy.,0
4126,276.3542,279.3101,Ses03F_script01_1_M032,fru,2.3333,3.3333,4,I've been a sucker too long. I'm through with it.,1
4127,283.1693,286.4537,Ses03F_script01_1_M033,fru,2.3333,3.3333,2.3333,You're what-you're going to leave the business? But you can't do that. What the hell is this?,1
4128,288.7527,292.4203,Ses03F_script01_1_M034,neu,3,3,3,The business. The business doesn't inspire me.,0
4129,298.168,301.0418,Ses03F_script01_1_M035,fru,2,2.6667,2.3333,"Oh, you have to be inspired.",1
4130,303.7514,307.638,Ses03F_script01_1_M036,neu,2.3333,2.6667,2,Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.,0
4131,307.8569,318.8596,Ses03F_script01_1_M037,fru,2.6667,3.3333,3.6667,"Now, Annie's in the middle of all that.",1
4132,330.0813,333.4478,Ses03F_script01_1_M038,fru,2,2.3333,2,"Now, where do I find it?",1
4133,339.1134,342.7526,Ses03F_script01_1_M039,fru,2.6667,2,3.3333,Tell me something.,1
4135,351.3204,355.1795,Ses03F_script01_1_M041,neu,2.6667,2.3333,3.3333,Yes. On this I would.,0
4136,356.9038,362.98,Ses03F_script01_1_M042,neu,3,2.3333,3.3333,You can't do that.,0
4138,372.8605,376.8292,Ses03F_script01_1_M044,fru,2.3333,3.6667,4,"All right, but you can't do that. You can't talk like that.",1
4139,377.8966,393.3475,Ses03F_script01_1_M045,ang,2,4,4,Okay. Just-,2
4140,393.4153,396.3876,Ses03F_script01_1_M046,ang,2.6667,3.6667,4,"We've worked all our lives for you. Only for you, Chris. The whole shootin' match is for you.",2
4141,396.415,399.4641,Ses03F_script01_1_M047,neu,3,3,2.6667,"Yeah, I know, I know, just help me stay here, all right?",0
4142,403.4327,407.4835,Ses03F_script01_1_M048,neu,3,2.6667,3.3333,I'm going to.,0
4143,410.2205,413.9975,Ses03F_script01_1_M049,neu,3,2,2.3333,You just can't talk like that.,0
4144,418.8694,422.099,Ses03F_script01_1_M050,neu,3,3,2,I am thinking like that.,0
4145,425.2466,429.5163,Ses03F_script01_1_M051,fru,2,3.3333,3.3333,"I don't know you, do I?",1
4146,434.9629,438.9589,Ses03F_script01_1_M052,neu,2.6667,2.3333,2.6667,"No, you don't. I'm a pretty tough guy.",0
4147,443.4749,449.0858,Ses03F_script01_1_M053,neu,3.3333,2,3,Yeah. I can see that.,0
4148,6.9026,9.7483,Ses03F_script01_2_F000,ang,2.5,3.5,4,Why did you invite her here?,2
4149,11.185,15.8191,Ses03F_script01_2_F001,ang,2,4.5,4,Why? Does that bother you?,2
4150,18.2825,21.4083,Ses03F_script01_2_F002,ang,2,3.5,3.5,She's been in New York for three-and-a-half years. She don't just suddenly come and-,2
4152,35.4616,37.3442,Ses03F_script01_2_F004,ang,2.5,3,3.5,You don't travel seven hundred miles just to see.,2
4154,43.4004,47.9389,Ses03F_script01_2_F006,ang,2,3.5,4,He's not going to marry her.,2
4159,69.9017,76.9065,Ses03F_script01_2_F011,sad,2,4,3.5,"Listen, kid-",3
4161,87.1275,95.53,Ses03F_script01_2_F013,ang,2,4,4,You can't read her mind.,2
4163,100.56,103.11,Ses03F_script01_2_F015,ang,1,5,5,"I'm sure hundreds of them asked her and told her that she's foolish, but no.",2
4164,103.21,110.48,Ses03F_script01_2_F016,ang,1,5,4.5,She's waited.,2
4166,116.82,118.5,Ses03F_script01_2_F018,sad,2,2.5,3.5,"Because she thinks like me, that's why.",3
4168,130.17,132.66,Ses03F_script01_2_F020,sad,2,3,3,"I think again, that I'm-I'm right.",3
4169,135.23,137.16,Ses03F_script01_2_F021,sad,1.5,2,2.5,"Look, it's a nice day. What are we arguing for?",3
4171,15.3375,18.745,Ses03F_script01_2_M001,neu,3.5,3.5,3,Calm yourself.,0
